entity,code,disaster_type,total_people_affected,years_recorded,impact_share,historical_impact_score
Maldives,MDV,Extreme weather,25169.0,2,44.83895104396779,44.83895104396779
Maldives,MDV,Flood,3749.0,3,6.67889973633578,6.67889973633578
Mali,MLI,Drought,15462753.0,27,95.26751388726561,95.26751388726561
Mali,MLI,Flood,768124.0,22,4.732486112734389,4.732486112734389
Malta,MLT,Extreme temperature,0.0,2,,
Marshall Islands,MHL,Drought,45788.0,5,63.3480907581627,63.3480907581627
Marshall Islands,MHL,Extreme weather,25532.0,3,35.32374100719424,35.32374100719424
Marshall Islands,MHL,Flood,960.0,2,1.3281682346430548,1.3281682346430548
Martinique,MTQ,Extreme weather,93171.0,16,99.89278553891349,99.89278553891349
Martinique,MTQ,Earthquake,100.0,1,0.10721446108651134,0.10721446108651134
Martinique,MTQ,Volcanic activity,0.0,1,0.0,0.0
Mauritania,MRT,Drought,13066281.0,43,97.93473531544598,97.93473531544598
Mauritania,MRT,Flood,273027.0,17,2.0463991995098123,2.0463991995098123
Mauritania,MRT,Extreme weather,2517.0,3,0.01886548504421247,0.01886548504421247
Mauritius,MUS,Extreme weather,1161902.0,18,99.99294310420798,99.99294310420798
Mauritius,MUS,Flood,82.0,1,0.0070568957920246755,0.0070568957920246755
Mauritius,MUS,Drought,0.0,1,0.0,0.0
Mayotte,MYT,Extreme weather,231373.0,1,100.0,100.0
Mexico,MEX,Extreme weather,9882688.0,51,44.59240966570881,44.59240966570881
Mexico,MEX,Flood,5210639.0,44,23.511310779832296,23.511310779832296
Mexico,MEX,Earthquake,4203011.0,31,18.964717730791506,18.964717730791506
Mexico,MEX,Drought,2565000.0,8,11.573726782889745,11.573726782889745
Mexico,MEX,Volcanic activity,161908.0,9,0.7305570978417595,0.7305570978417595
Mexico,MEX,Extreme temperature,138567.0,16,0.625238440204555,0.625238440204555
Mexico,MEX,Landslide,452.0,11,0.0020395027313318383,0.0020395027313318383
Mexico,MEX,Wildfire,0.0,5,0.0,0.0
Micronesia (country),FSM,Drought,242201.0,4,81.81498809262419,81.81498809262419
Micronesia (country),FSM,Extreme weather,53834.0,6,18.185011907375817,18.185011907375817
Micronesia (country),FSM,Flood,0.0,1,0.0,0.0
Moldova,MDA,Extreme weather,2625590.0,3,90.33277999019464,90.33277999019464
Moldova,MDA,Drought,216194.0,3,7.438101545633606,7.438101545633606
Moldova,MDA,Flood,51957.0,7,1.7875678418757472,1.7875678418757472
Moldova,MDA,Extreme temperature,12834.0,3,0.4415506222960013,0.4415506222960013
Mongolia,MNG,Extreme weather,2710991.0,14,45.326141985154514,45.326141985154514
Mongolia,MNG,Extreme temperature,2191875.0,9,36.64683411479807,36.64683411479807
Mongolia,MNG,Flood,623149.0,12,10.418677174474961,10.418677174474961
Mongolia,MNG,Drought,450000.0,3,7.5237298439277485,7.5237298439277485
Mongolia,MNG,Wildfire,5061.0,3,0.08461688164470742,0.08461688164470742
Mongolia,MNG,Earthquake,0.0,1,0.0,0.0
Mongolia,MNG,Landslide,0.0,1,0.0,0.0
Montenegro,MNE,Flood,8536.0,3,64.49078271381083,64.49078271381083
Montenegro,MNE,Extreme temperature,4500.0,4,33.998186763372615,33.998186763372615
Montenegro,MNE,Wildfire,200.0,1,1.5110305228165608,1.5110305228165608
Montserrat,MSR,Volcanic activity,13200.0,4,52.29793977812995,52.29793977812995
Montserrat,MSR,Extreme weather,12040.0,4,47.70206022187005,47.70206022187005
Morocco,MAR,Extreme temperature,2477500.0,6,54.80067154324442,54.80067154324442
Morocco,MAR,Earthquake,859139.0,5,19.003589969320473,19.003589969320473
Morocco,MAR,Flood,643075.0,25,14.224396307839315,14.224396307839315
Morocco,MAR,Drought,412000.0,5,9.113169193064259,9.113169193064259
Morocco,MAR,Extreme weather,117000.0,3,2.587963096088637,2.587963096088637
Morocco,MAR,Landslide,12216.0,3,0.27020989044289556,0.27020989044289556
Mozambique,MOZ,Drought,27620271.0,28,56.589208846982416,56.589208846982416
Mozambique,MOZ,Extreme weather,10943508.0,25,22.42137521860748,22.42137521860748
Mozambique,MOZ,Flood,10237293.0,32,20.974461532428528,20.974461532428528
Mozambique,MOZ,Wildfire,3023.0,1,0.006193609698631409,0.006193609698631409
Mozambique,MOZ,Landslide,2800.0,2,0.005736720858805142,0.005736720858805142
Mozambique,MOZ,Earthquake,1476.0,1,0.003024071424141568,0.003024071424141568
Myanmar,MMR,Extreme weather,6476210.0,22,46.62292106022095,46.62292106022095
Myanmar,MMR,Flood,5790174.0,29,41.684075304374595,41.684075304374595
Myanmar,MMR,Earthquake,1394879.0,9,10.041881517980416,10.041881517980416
Myanmar,MMR,Landslide,149181.0,10,1.0739698043585402,1.0739698043585402
Myanmar,MMR,Wildfire,78588.0,2,0.5657633276685969,0.5657633276685969
Myanmar,MMR,Extreme temperature,1582.0,2,0.011388985396901821,0.011388985396901821
Namibia,NAM,Drought,4354200.0,21,79.75100659499907,79.75100659499907
Namibia,NAM,Flood,1105543.0,16,20.24899340500093,20.24899340500093
Nepal,NPL,Flood,8344233.0,42,38.394475656723216,38.394475656723216
Nepal,NPL,Earthquake,6738830.0,10,31.007504750861596,31.007504750861596
Nepal,NPL,Drought,6103000.0,9,28.08184825771066,28.08184825771066
Nepal,NPL,Landslide,451193.0,23,2.076082805332008,2.076082805332008
Nepal,NPL,Wildfire,54000.0,3,0.24847121184931603,0.24847121184931603
Nepal,NPL,Extreme temperature,25200.0,9,0.11595323219634748,0.11595323219634748
Nepal,NPL,Extreme weather,16444.0,8,0.07566408532685467,0.07566408532685467
Netherlands,NLD,Flood,315000.0,6,61.15020626061636,61.15020626061636
Netherlands,NLD,Extreme weather,200105.0,21,38.84591118660519,38.84591118660519
Netherlands,NLD,Earthquake,20.0,1,0.003882552778451832,0.003882552778451832
Netherlands,NLD,Extreme temperature,0.0,10,0.0,0.0
Netherlands Antilles,ANT,Extreme weather,40000.0,4,100.0,100.0
New Caledonia,NCL,Extreme weather,3100.0,14,100.0,100.0
New Zealand,NZL,Earthquake,634076.0,9,91.45581944111903,91.45581944111903
New Zealand,NZL,Flood,40468.0,29,5.83689352876186,5.83689352876186
New Zealand,NZL,Extreme weather,17752.0,17,2.560456012715739,2.560456012715739
New Zealand,NZL,Landslide,600.0,1,0.08654087469746753,0.08654087469746753
New Zealand,NZL,Wildfire,325.0,2,0.04687630712779491,0.04687630712779491
New Zealand,NZL,Volcanic activity,93.0,3,0.013413835578107467,0.013413835578107467
New Zealand,NZL,Drought,0.0,2,0.0,0.0
New Zealand,NZL,Extreme temperature,0.0,1,0.0,0.0
Nicaragua,NIC,Extreme weather,2739004.0,22,46.789787917353536,46.789787917353536
Nicaragua,NIC,Drought,1313000.0,8,22.42968302911759,22.42968302911759
Nicaragua,NIC,Earthquake,748175.0,10,12.780904874569726,12.780904874569726
Nicaragua,NIC,Flood,710532.0,20,12.137857990894881,12.137857990894881
Nicaragua,NIC,Volcanic activity,321370.0,4,5.489891268139771,5.489891268139771
Nicaragua,NIC,Wildfire,16000.0,3,0.2733243933479676,0.2733243933479676
Nicaragua,NIC,Landslide,5769.0,1,0.09855052657652655,0.09855052657652655
Niger,NER,Drought,35474486.0,39,86.62691351490516,86.62691351490516
Niger,NER,Flood,5475144.0,28,13.370026722012318,13.370026722012318
Niger,NER,Extreme weather,1253.0,1,0.0030597630825201006,0.0030597630825201006
Nigeria,NGA,Drought,22110398.0,4,55.540847083401914,55.540847083401914
Nigeria,NGA,Flood,17678039.0,30,44.40685603368222,44.40685603368222
Nigeria,NGA,Extreme weather,19019.0,8,0.04777532139761667,0.04777532139761667
Nigeria,NGA,Landslide,1800.0,2,0.004521561518255956,0.004521561518255956
Nigeria,NGA,Extreme temperature,0.0,2,0.0,0.0
Niue,NIU,Extreme weather,6502.0,5,100.0,100.0
North Korea,PRK,Drought,31100000.0,3,61.10892219344798,61.10892219344798
North Korea,PRK,Flood,13691131.0,22,26.901937589045133,26.901937589045133
North Korea,PRK,Extreme weather,6087833.0,10,11.96208723870434,11.96208723870434
North Korea,PRK,Extreme temperature,13768.0,1,0.02705297880255279,0.02705297880255279
North Macedonia,MKD,Wildfire,1080000.0,3,79.33587061201013,79.33587061201013
North Macedonia,MKD,Flood,254876.0,9,18.722971627876568,18.722971627876568
North Macedonia,MKD,Extreme temperature,16322.0,7,1.199000074193731,1.199000074193731
North Macedonia,MKD,Drought,10000.0,1,0.7345913945556494,0.7345913945556494
North Macedonia,MKD,Earthquake,100.0,1,0.007345913945556493,0.007345913945556493
North Macedonia,MKD,Extreme weather,3.0,1,0.00022037741836669478,0.00022037741836669478
Northern Mariana Islands,MNP,Extreme weather,860.0,4,100.0,100.0
Northern Mariana Islands,MNP,Volcanic activity,0.0,1,0.0,0.0
Norway,NOR,Flood,6800.0,5,79.43925233644859,79.43925233644859
Norway,NOR,Landslide,1160.0,3,13.551401869158877,13.551401869158877
Norway,NOR,Extreme weather,600.0,7,7.009345794392523,7.009345794392523
Norway,NOR,Extreme temperature,0.0,3,0.0,0.0
Oman,OMN,Extreme weather,32886.0,9,95.10946582988691,95.10946582988691
Oman,OMN,Flood,1691.0,5,4.890534170113082,4.890534170113082
Pakistan,PAK,Flood,121538997.0,53,87.01863055329807,87.01863055329807
Pakistan,PAK,Earthquake,7500476.0,28,5.37013770171132,5.37013770171132
Pakistan,PAK,Drought,6880912.0,6,4.926546655619968,4.926546655619968
Pakistan,PAK,Extreme weather,3623040.0,30,2.593998527401218,2.593998527401218
Pakistan,PAK,Extreme temperature,88479.0,19,0.06334856797218148,0.06334856797218148
Pakistan,PAK,Landslide,34179.0,19,0.0244712384263067,0.0244712384263067
Pakistan,PAK,Wildfire,4004.0,1,0.0028667555709333808,0.0028667555709333808
Palau,PLW,Drought,14200.0,2,62.45052335297739,62.45052335297739
Palau,PLW,Extreme weather,8538.0,3,37.54947664702261,37.54947664702261
Palestine,PSE,Extreme weather,316141.0,3,86.8182929140086,86.8182929140086
Palestine,PSE,Extreme temperature,33500.0,2,9.199733070431508,9.199733070431508
Palestine,PSE,Flood,14500.0,3,3.981974015559907,3.981974015559907
Panama,PAN,Flood,255863.0,28,62.35922057981258,62.35922057981258
Panama,PAN,Drought,81000.0,5,19.741411876530872,19.741411876530872
Panama,PAN,Extreme weather,50495.0,9,12.306698675375635,12.306698675375635
Panama,PAN,Earthquake,21511.0,2,5.242685319457477,5.242685319457477
Panama,PAN,Wildfire,1436.0,1,0.34998354882343624,0.34998354882343624
Papua New Guinea,PNG,Drought,3060000.0,5,63.25162986634476,63.25162986634476
Papua New Guinea,PNG,Flood,645043.0,15,13.333340223489094,13.333340223489094
Papua New Guinea,PNG,Earthquake,618154.0,18,12.777532028889043,12.777532028889043
Papua New Guinea,PNG,Volcanic activity,250346.0,15,5.174768800823512,5.174768800823512
Papua New Guinea,PNG,Extreme weather,231225.0,7,4.7795287960279635,4.7795287960279635
Papua New Guinea,PNG,Landslide,25052.0,15,0.5178365462129636,0.5178365462129636
Papua New Guinea,PNG,Wildfire,8000.0,1,0.16536373821266603,0.16536373821266603
Paraguay,PRY,Flood,2058792.0,23,49.884241844047416,49.884241844047416
Paraguay,PRY,Drought,1791290.0,13,43.40270584538102,43.40270584538102
Paraguay,PRY,Extreme weather,148057.0,9,3.5874003759020474,3.5874003759020474
Paraguay,PRY,Wildfire,129000.0,2,3.1256519346695133,3.1256519346695133
Paraguay,PRY,Extreme temperature,0.0,3,0.0,0.0
Peru,PER,Flood,6830299.0,42,28.092417127398473,28.092417127398473
Peru,PER,Earthquake,6309682.0,45,25.951165342137706,25.951165342137706
Peru,PER,Extreme temperature,5392620.0,12,22.179370251514836,22.179370251514836
Peru,PER,Drought,4226104.0,8,17.38159286903358,17.38159286903358
Peru,PER,Landslide,801484.0,30,3.2964329744475074,3.2964329744475074
Peru,PER,Extreme weather,712561.0,7,2.930700521414389,2.930700521414389
Peru,PER,Volcanic activity,38040.0,6,0.15645516360648892,0.15645516360648892
Peru,PER,Wildfire,2885.0,3,0.011865750447022098,0.011865750447022098
Philippines,PHL,Extreme weather,269563618.0,82,81.27792547555292,81.27792547555292
Philippines,PHL,Flood,39500165.0,50,11.909958365160554,11.909958365160554
Philippines,PHL,Earthquake,9671583.0,31,2.9161435364939514,2.9161435364939514
Philippines,PHL,Drought,6750894.0,13,2.0355071040237984,2.0355071040237984
Philippines,PHL,Landslide,3296651.0,23,0.9939952441835346,0.9939952441835346
Philippines,PHL,Volcanic activity,2873372.0,28,0.866369568016187,0.866369568016187
Philippines,PHL,Wildfire,300.0,1,9.045500213855223e-05,9.045500213855223e-05
Philippines,PHL,Extreme temperature,34.0,1,1.025156690903592e-05,1.025156690903592e-05
Poland,POL,Flood,479277.0,16,86.90694001447007,86.90694001447007
Poland,POL,Extreme weather,71156.0,21,12.902664270702813,12.902664270702813
Poland,POL,Earthquake,1050.0,1,0.19039571482711162,0.19039571482711162
Poland,POL,Drought,0.0,1,0.0,0.0
Poland,POL,Extreme temperature,0.0,22,0.0,0.0
Poland,POL,Wildfire,0.0,2,0.0,0.0
Portugal,PRT,Wildfire,198718.0,17,70.18613357821496,70.18613357821496
Portugal,PRT,Flood,54636.0,11,19.297142655317344,19.297142655317344
Portugal,PRT,Earthquake,24080.0,5,8.50492706530569,8.50492706530569
Portugal,PRT,Extreme weather,5641.0,12,1.9923709956557056,1.9923709956557056
Portugal,PRT,Landslide,55.0,1,0.019425705506304524,0.019425705506304524
Portugal,PRT,Drought,0.0,6,0.0,0.0
Portugal,PRT,Extreme temperature,0.0,9,0.0,0.0
Puerto Rico,PRI,Extreme weather,1042599.0,22,97.37436397462623,97.37436397462623
Puerto Rico,PRI,Flood,22885.0,9,2.137362801575027,2.137362801575027
Puerto Rico,PRI,Earthquake,5228.0,2,0.48827322379874327,0.48827322379874327
Puerto Rico,PRI,Drought,0.0,1,0.0,0.0
Puerto Rico,PRI,Landslide,0.0,2,0.0,0.0
Qatar,QAT,Flood,1500.0,1,100.0,100.0
Reunion,REU,Extreme weather,47835.0,15,97.95228831780484,97.95228831780484
Reunion,REU,Volcanic activity,1000.0,1,2.047711682195147,2.047711682195147
Reunion,REU,Landslide,0.0,1,0.0,0.0
Romania,ROU,Flood,1721378.0,31,80.10843210893471,80.10843210893471
Romania,ROU,Earthquake,392850.0,9,18.282212015022267,18.282212015022267
Romania,ROU,Extreme weather,23993.0,11,1.1165714977126875,1.1165714977126875
Romania,ROU,Extreme temperature,10259.0,19,0.4774270410133981,0.4774270410133981
Romania,ROU,Landslide,330.0,1,0.015357337316933558,0.015357337316933558
Romania,ROU,Drought,0.0,1,0.0,0.0
Russia,RUS,Flood,2443994.0,28,54.85744324631165,54.85744324631165
Russia,RUS,Drought,1000000.0,4,22.445817480039494,22.445817480039494
Russia,RUS,Extreme temperature,759198.0,12,17.040819739211024,17.040819739211024
Russia,RUS,Wildfire,133496.0,17,2.9964268503153524,2.9964268503153524
Russia,RUS,Earthquake,77859.0,10,1.747608903178395,1.747608903178395
Russia,RUS,Extreme weather,35065.0,15,0.7870625899375849,0.7870625899375849
Russia,RUS,Landslide,5561.0,8,0.12482119100649963,0.12482119100649963
Rwanda,RWA,Drought,4156545.0,13,65.7983093508097,65.7983093508097
Rwanda,RWA,Flood,2100372.0,18,33.24899083440186,33.24899083440186
Rwanda,RWA,Landslide,37979.0,4,0.6012094157129062,0.6012094157129062
Rwanda,RWA,Volcanic activity,13365.0,1,0.21156859951560053,0.21156859951560053
Rwanda,RWA,Extreme weather,6553.0,1,0.10373430846432699,0.10373430846432699
Rwanda,RWA,Earthquake,2286.0,2,0.036187491095597664,0.036187491095597664
Saint Barthelemy,BLM,Extreme weather,0.0,1,,
Saint Helena,SHN,Extreme weather,300.0,1,100.0,100.0
Saint Kitts and Nevis,KNA,Extreme weather,14780.0,10,100.0,100.0
Saint Kitts and Nevis,KNA,Flood,0.0,1,0.0,0.0
Saint Lucia,LCA,Extreme weather,289950.0,15,91.29149362895888,91.29149362895888
Saint Lucia,LCA,Flood,27484.0,3,8.65340717674877,8.65340717674877
Saint Lucia,LCA,Landslide,175.0,1,0.05509919429235318,0.05509919429235318
Saint Lucia,LCA,Drought,0.0,1,0.0,0.0
Saint Lucia,LCA,Earthquake,0.0,1,0.0,0.0
Saint Martin (French part),MAF,Extreme weather,110.0,1,100.0,100.0
Saint Vincent and the Grenadines,VCT,Extreme weather,69749.0,13,46.7806409207367,46.7806409207367
Saint Vincent and the Grenadines,VCT,Flood,44049.0,7,29.543655850514426,29.543655850514426
Saint Vincent and the Grenadines,VCT,Volcanic activity,35300.0,4,23.675703228748876,23.675703228748876
Saint Vincent and the Grenadines,VCT,Drought,0.0,1,0.0,0.0
Samoa,WSM,Extreme weather,391707.0,11,98.3469372895697,98.3469372895697
Samoa,WSM,Earthquake,5584.0,1,1.4019900022847616,1.4019900022847616
Samoa,WSM,Wildfire,1000.0,1,0.2510727081455519,0.2510727081455519
Samoa,WSM,Drought,0.0,1,0.0,0.0
Samoa,WSM,Flood,0.0,1,0.0,0.0
Sao Tome and Principe,STP,Flood,219668.0,1,70.25599037957194,70.25599037957194
Sao Tome and Principe,STP,Drought,93000.0,3,29.74400962042806,29.74400962042806
Saudi Arabia,SAU,Flood,34067.0,16,92.1900792899088,92.1900792899088
Saudi Arabia,SAU,Extreme temperature,2764.0,1,7.479771601764404,7.479771601764404
Saudi Arabia,SAU,Extreme weather,122.0,2,0.3301491083267935,0.3301491083267935
Senegal,SEN,Drought,9358702.0,37,86.91224638953045,86.91224638953045
Senegal,SEN,Flood,1312435.0,23,12.188300694930065,12.188300694930065
Senegal,SEN,Extreme weather,96853.0,2,0.8994529155394831,0.8994529155394831
Serbia,SRB,Flood,128280.0,12,51.92176925816793,51.92176925816793
Serbia,SRB,Extreme temperature,91734.0,9,37.129650616844216,37.129650616844216
Serbia,SRB,Earthquake,27030.0,1,10.940485056503578,10.940485056503578
Serbia,SRB,Extreme weather,20.0,1,0.008095068484279376,0.008095068484279376
Seychelles,SYC,Extreme weather,9800.0,2,48.27110629494631,48.27110629494631
Seychelles,SYC,Flood,5672.0,2,27.938134173973005,27.938134173973005
Seychelles,SYC,Earthquake,4830.0,1,23.79075953108068,23.79075953108068
Sierra Leone,SLE,Flood,303546.0,12,91.45045251322593,91.45045251322593
Sierra Leone,SLE,Landslide,11921.0,2,3.5914847977247804,3.5914847977247804
Sierra Leone,SLE,Extreme weather,10020.0,4,3.0187633313650113,3.0187633313650113
Sierra Leone,SLE,Wildfire,6437.0,2,1.939299357684289,1.939299357684289
Sint Maarten (Dutch part),SXM,Extreme weather,5040.0,1,100.0,100.0
Slovakia,SVK,Flood,59245.0,12,85.05125039478595,85.05125039478595
Slovakia,SVK,Extreme weather,10324.0,5,14.82098251457119,14.82098251457119
Slovakia,SVK,Extreme temperature,89.0,9,0.1277670906428551,0.1277670906428551
Slovakia,SVK,Wildfire,0.0,1,0.0,0.0
Slovenia,SVN,Flood,1520020.0,6,96.486049697279,96.486049697279
Slovenia,SVN,Extreme temperature,50000.0,5,3.1738414526545378,3.1738414526545378
Slovenia,SVN,Extreme weather,4053.0,4,0.2572715881521768,0.2572715881521768
Slovenia,SVN,Earthquake,1305.0,2,0.08283726191428344,0.08283726191428344
Solomon Islands,SLB,Extreme weather,496495.0,18,81.25076710333597,81.25076710333597
Solomon Islands,SLB,Flood,90080.0,5,14.741475947730601,14.741475947730601
Solomon Islands,SLB,Earthquake,18110.0,8,2.963678168443619,2.963678168443619
Solomon Islands,SLB,Volcanic activity,6000.0,1,0.981892270053104,0.981892270053104
Solomon Islands,SLB,Drought,380.0,3,0.06218651043669659,0.06218651043669659
Somalia,SOM,Drought,34644642.0,26,76.57419788223795,76.57419788223795
Somalia,SOM,Flood,9969127.0,33,22.034515571301363,22.034515571301363
Somalia,SOM,Extreme weather,524380.0,6,1.15902418288773,1.15902418288773
Somalia,SOM,Earthquake,105083.0,1,0.23226236357296487,0.23226236357296487
South Africa,ZAF,Drought,32925000.0,15,95.47879418156143,95.47879418156143
South Africa,ZAF,Flood,844518.0,35,2.4490071466856156,2.4490071466856156
South Africa,ZAF,Extreme weather,698317.0,25,2.0250407020952297,2.0250407020952297
South Africa,ZAF,Wildfire,13130.0,10,0.03807552217475783,0.03807552217475783
South Africa,ZAF,Earthquake,3112.0,5,0.009024449734032472,0.009024449734032472
South Africa,ZAF,Extreme temperature,20.0,3,5.799774893337064e-05,5.799774893337064e-05
South Africa,ZAF,Landslide,0.0,1,0.0,0.0
South Korea,KOR,Flood,3317990.0,35,42.614328886514286,42.614328886514286
South Korea,KOR,Drought,2800000.0,3,35.96156735922652,35.96156735922652
South Korea,KOR,Extreme weather,1593040.0,45,20.46007688069365,20.46007688069365
South Korea,KOR,Earthquake,34889.0,2,0.44809397271287643,0.44809397271287643
South Korea,KOR,Wildfire,29532.0,7,0.3792917883045277,0.3792917883045277
South Korea,KOR,Landslide,7714.0,9,0.09907411807466907,0.09907411807466907
South Korea,KOR,Extreme temperature,2925.0,5,0.0375669944734777,0.0375669944734777
South Sudan,SSD,Drought,15623670.0,5,68.11179725692514,68.11179725692514
South Sudan,SSD,Flood,7314591.0,11,31.888150428761573,31.888150428761573
South Sudan,SSD,Wildfire,12.0,1,5.231431328766556e-05,5.231431328766556e-05
Spain,ESP,Drought,6026000.0,13,85.20632415873601,85.20632415873601
Spain,ESP,Flood,932262.0,33,13.181981110665708,13.181981110665708
Spain,ESP,Extreme weather,65661.0,26,0.928432202221501,0.928432202221501
Spain,ESP,Wildfire,24932.0,17,0.35253303583232765,0.35253303583232765
Spain,ESP,Earthquake,15390.0,3,0.21761123942962948,0.21761123942962948
Spain,ESP,Volcanic activity,6888.0,1,0.09739481593185757,0.09739481593185757
Spain,ESP,Landslide,929.0,1,0.013135857142958143,0.013135857142958143
Spain,ESP,Extreme temperature,183.0,12,0.002587580040001442,0.002587580040001442
Sri Lanka,LKA,Flood,18237468.0,45,52.17516685425919,52.17516685425919
Sri Lanka,LKA,Drought,10978091.0,16,31.4069765422613,31.4069765422613
Sri Lanka,LKA,Extreme weather,4714508.0,16,13.48763115229262,13.48763115229262
Sri Lanka,LKA,Earthquake,1019306.0,1,2.9161098802502363,2.9161098802502363
Sri Lanka,LKA,Landslide,4934.0,5,0.014115570936651669,0.014115570936651669
Sudan,SDN,Drought,39049300.0,14,80.50750864007433,80.50750864007433
Sudan,SDN,Flood,9430578.0,31,19.442918050154418,19.442918050154418
Sudan,SDN,Extreme weather,16030.0,3,0.03304887318083529,0.03304887318083529
Sudan,SDN,Earthquake,8015.0,2,0.016524436590417645,0.016524436590417645
Sudan,SDN,Extreme temperature,0.0,1,0.0,0.0
Sudan,SDN,Landslide,0.0,1,0.0,0.0
Sudan,SDN,Wildfire,0.0,1,0.0,0.0
Suriname,SUR,Flood,55248.0,5,100.0,100.0
Sweden,SWE,Flood,13736.0,3,99.6373132163064,99.6373132163064
Sweden,SWE,Landslide,50.0,1,0.3626867836936022,0.3626867836936022
Sweden,SWE,Extreme temperature,0.0,4,0.0,0.0
Sweden,SWE,Extreme weather,0.0,7,0.0,0.0
Sweden,SWE,Wildfire,0.0,1,0.0,0.0
Switzerland,CHE,Extreme weather,15307.0,25,59.53946088918277,59.53946088918277
Switzerland,CHE,Flood,6401.0,10,24.897895678556146,24.897895678556146
Switzerland,CHE,Landslide,4001.0,12,15.562643432261074,15.562643432261074
Switzerland,CHE,Extreme temperature,0.0,7,0.0,0.0
Syria,SYR,Drought,23979000.0,9,71.99760830664862,71.99760830664862
Syria,SYR,Earthquake,8012394.0,1,24.05743378833736,24.05743378833736
Syria,SYR,Flood,634554.0,7,1.9052658718635935,1.9052658718635935
Syria,SYR,Extreme weather,419218.0,5,1.2587135976936745,1.2587135976936745
Syria,SYR,Wildfire,260084.0,4,0.7809093773229242,0.7809093773229242
Syria,SYR,Landslide,23.0,1,6.905813382763744e-05,6.905813382763744e-05
Taiwan,TWN,Extreme weather,3474979.0,53,86.03151669157675,86.03151669157675
Taiwan,TWN,Earthquake,489714.0,27,12.124055473457199,12.124055473457199
Taiwan,TWN,Flood,74366.0,9,1.8411103406051657,1.8411103406051657
Taiwan,TWN,Landslide,134.0,1,0.003317494360878522,0.003317494360878522
Taiwan,TWN,Extreme temperature,0.0,1,0.0,0.0
Tajikistan,TJK,Drought,3800000.0,3,55.901680124996155,55.901680124996155
Tajikistan,TJK,Extreme temperature,2002500.0,3,29.45871432902758,29.45871432902758
Tajikistan,TJK,Flood,840448.0,25,12.363804015182307,12.363804015182307
Tajikistan,TJK,Landslide,97384.0,12,1.432612951919112,1.432612951919112
Tajikistan,TJK,Earthquake,54987.0,13,0.8089120223771484,0.8089120223771484
Tajikistan,TJK,Extreme weather,2330.0,2,0.03427655649769501,0.03427655649769501
Tanzania,TZA,Drought,14727483.0,17,69.08376874569296,69.08376874569296
Tanzania,TZA,Flood,4381210.0,38,20.55140708472164,20.55140708472164
Tanzania,TZA,Extreme weather,2054521.0,8,9.637359869786973,9.637359869786973
Tanzania,TZA,Earthquake,148592.0,7,0.6970162766753836,0.6970162766753836
Tanzania,TZA,Landslide,6491.0,3,0.030448023123047775,0.030448023123047775
Tanzania,TZA,Wildfire,0.0,1,0.0,0.0
Thailand,THA,Flood,69149764.0,41,58.21122564595845,58.21122564595845
Thailand,THA,Drought,41982602.0,14,35.34153375023039,35.34153375023039
Thailand,THA,Extreme weather,6528742.0,30,5.495985116395279,5.495985116395279
Thailand,THA,Extreme temperature,1000000.0,3,0.8418138006365208,0.8418138006365208
Thailand,THA,Earthquake,86897.0,5,0.07315109383391173,0.07315109383391173
Thailand,THA,Landslide,43110.0,3,0.03629059294544041,0.03629059294544041
Thailand,THA,Wildfire,0.0,1,0.0,0.0
Togo,TGO,Flood,695956.0,13,55.85651672470707,55.85651672470707
Togo,TGO,Drought,550000.0,3,44.14227939494579,44.14227939494579
Togo,TGO,Extreme weather,15.0,1,0.0012038803471348851,0.0012038803471348851
Tokelau,TKL,Extreme weather,1858.0,6,100.0,100.0
Tonga,TON,Extreme weather,315599.0,14,77.29832201368156,77.29832201368156
Tonga,TON,Volcanic activity,86676.0,2,21.2291843727574,21.2291843727574
Tonga,TON,Earthquake,6012.0,2,1.472493613561049,1.472493613561049
Tonga,TON,Drought,0.0,1,0.0,0.0
Trinidad and Tobago,TTO,Flood,250210.0,4,82.25532320579117,82.25532320579117
Trinidad and Tobago,TTO,Extreme weather,52560.0,6,17.278844921051853,17.278844921051853
Trinidad and Tobago,TTO,Landslide,1200.0,1,0.39449417627972266,0.39449417627972266
Trinidad and Tobago,TTO,Volcanic activity,200.0,1,0.06574902937995378,0.06574902937995378
Trinidad and Tobago,TTO,Earthquake,17.0,1,0.005588667497296071,0.005588667497296071
Trinidad and Tobago,TTO,Drought,0.0,1,0.0,0.0
Tunisia,TUN,Flood,634267.0,15,94.8554362634914,94.8554362634914
Tunisia,TUN,Drought,31400.0,2,4.695909922278204,4.695909922278204
Tunisia,TUN,Wildfire,3000.0,2,0.4486538142304017,0.4486538142304017
Tunisia,TUN,Earthquake,0.0,1,0.0,0.0
Turkey,TUR,Earthquake,23875102.0,61,90.81840671834995,90.81840671834995
Turkey,TUR,Flood,1812335.0,30,6.8939339877961885,6.8939339877961885
Turkey,TUR,Wildfire,563446.0,7,2.1432900262301455,2.1432900262301455
Turkey,TUR,Extreme weather,14763.0,10,0.056156917712142145,0.056156917712142145
Turkey,TUR,Landslide,14740.0,12,0.05606942810248426,0.05606942810248426
Turkey,TUR,Extreme temperature,8450.0,9,0.03214292180909037,0.03214292180909037
Turkmenistan,TKM,Flood,420.0,1,100.0,100.0
Turkmenistan,TKM,Earthquake,0.0,1,0.0,0.0
Turks and Caicos Islands,TCA,Extreme weather,2470.0,5,100.0,100.0
